0;0.123959
1;0.124087
2;0.123402
3;0.124016
4;0.12489
5;0.123193
6;0.123378
7;0.12286
8;0.12342
9;0.124193
10;0.123091
11;0.125459
12;0.125395
13;0.123545
14;0.125074
15;0.124481
16;0.123785
17;0.123583
18;0.124293
19;0.123414
20;0.12374
21;0.124097
22;0.125409
23;0.123917
24;0.124894
25;0.123897
26;0.123345
27;0.124863
28;0.123894
29;0.12499
30;0.123696
31;0.124751
32;0.1242
33;0.123506
34;0.123795
35;0.125329
36;0.123519
37;0.124274
38;0.12445
39;0.123469
40;0.123996
41;0.124066
42;0.124406
43;0.123674
44;0.123724
45;0.125288
46;0.124248
47;0.123238
48;0.123095
49;0.12397
50;0.124214
51;0.123929
52;0.12465
53;0.125179
54;0.125605
55;0.124859
56;0.123529
57;0.124256
58;0.124406
59;0.124969
60;0.124458
61;0.12744
62;0.123555
63;0.124003
64;0.124491
65;0.1263
66;0.12394
67;0.124082
68;0.125952
69;0.123381
70;0.12397
71;0.124759
72;0.125361
73;0.124238
74;0.125275
75;0.124105
76;0.123379
77;0.124277
78;0.124792
79;0.123554
80;0.125459
81;0.124299
82;0.124967
83;0.124129
84;0.124615
85;0.12411
86;0.123325
87;0.126415
88;0.124591
89;0.123692
90;0.124388
91;0.124239
92;0.125144
93;0.124342
94;0.123879
95;0.126033
96;0.123285
97;0.123924
98;0.123938
99;0.124095
