0;0.012187
1;0.012211
2;0.01215
3;0.01222
4;0.012215
5;0.012208
6;0.012191
7;0.012306
8;0.012213
9;0.012287
10;0.012198
11;0.012227
12;0.012196
13;0.012221
14;0.012233
15;0.012257
16;0.012271
17;0.012166
18;0.012265
19;0.012245
20;0.012223
21;0.012255
22;0.012256
23;0.012211
24;0.012292
25;0.012299
26;0.012275
27;0.012237
28;0.01231
29;0.012158
30;0.012225
31;0.0122
32;0.012237
33;0.012237
34;0.012254
35;0.01216
36;0.012265
37;0.012211
38;0.012303
39;0.012243
40;0.012248
41;0.012231
42;0.012259
43;0.012244
44;0.012292
45;0.012225
46;0.012278
47;0.012233
48;0.012215
49;0.012228
50;0.01231
51;0.012193
52;0.012272
53;0.012216
54;0.012221
55;0.01223
56;0.01225
57;0.012223
58;0.012264
59;0.012267
60;0.012207
61;0.012256
62;0.012263
63;0.012266
64;0.012238
65;0.012246
66;0.012199
67;0.012254
68;0.012236
69;0.012255
70;0.012217
71;0.012257
72;0.012225
73;0.012302
74;0.012225
75;0.012239
76;0.012217
77;0.01226
78;0.012273
79;0.012279
80;0.012227
81;0.012289
82;0.0122
83;0.012304
84;0.012265
85;0.012228
86;0.012246
87;0.012264
88;0.012227
89;0.012204
90;0.012262
91;0.012213
92;0.012225
93;0.0122
94;0.012206
95;0.012284
96;0.012275
97;0.012207
98;0.012309
99;0.012245
