0;0.040041
1;0.040018
2;0.040087
3;0.039779
4;0.040293
5;0.039254
6;0.039549
7;0.038624
8;0.039419
9;0.039321
10;0.039558
11;0.039616
12;0.04003
13;0.040215
14;0.038979
15;0.039245
16;0.039244
17;0.038988
18;0.039625
19;0.039522
20;0.040297
21;0.03991
22;0.040156
23;0.039608
24;0.041141
25;0.04004
26;0.040042
27;0.039344
28;0.039066
29;0.039936
30;0.040923
31;0.040067
32;0.039053
33;0.039199
34;0.04061
35;0.03905
36;0.039355
37;0.039649
38;0.039977
39;0.040006
40;0.04
41;0.039582
42;0.039955
43;0.040494
44;0.040049
45;0.039751
46;0.039819
47;0.039072
48;0.041828
49;0.039563
50;0.040812
51;0.040105
52;0.039792
53;0.0397
54;0.040587
55;0.040087
56;0.040178
57;0.041148
58;0.040084
59;0.039865
60;0.040955
61;0.039586
62;0.040821
63;0.039246
64;0.040745
65;0.040171
66;0.040242
67;0.03928
68;0.03937
69;0.041201
70;0.039159
71;0.039632
72;0.040341
73;0.040392
74;0.040543
75;0.040271
76;0.041558
77;0.040844
78;0.039177
79;0.041472
80;0.040207
81;0.040264
82;0.039372
83;0.040587
84;0.039165
85;0.039976
86;0.040332
87;0.039885
88;0.039137
89;0.039777
90;0.039338
91;0.038917
92;0.039867
93;0.039179
94;0.039509
95;0.040105
96;0.039882
97;0.039731
98;0.038791
99;0.040729
