0;0.014114
1;0.014075
2;0.014086
3;0.014054
4;0.01404
5;0.014072
6;0.014052
7;0.014082
8;0.014056
9;0.014023
10;0.014061
11;0.014059
12;0.014082
13;0.014076
14;0.014044
15;0.014074
16;0.014057
17;0.014105
18;0.014061
19;0.014087
20;0.01406
21;0.014089
22;0.014076
23;0.014026
24;0.014119
25;0.014025
26;0.014072
27;0.014072
28;0.014037
29;0.014068
30;0.014029
31;0.014082
32;0.014062
33;0.014103
34;0.014046
35;0.014067
36;0.014101
37;0.01407
38;0.01413
39;0.014008
40;0.014098
41;0.014039
42;0.014091
43;0.014047
44;0.014103
45;0.014076
46;0.014108
47;0.014077
48;0.01408
49;0.014094
50;0.01414
51;0.014078
52;0.014136
53;0.014073
54;0.014182
55;0.014102
56;0.014121
57;0.014076
58;0.01409
59;0.014098
60;0.014045
61;0.014061
62;0.014086
63;0.014076
64;0.01407
65;0.014073
66;0.014059
67;0.014093
68;0.014089
69;0.01412
70;0.014055
71;0.014094
72;0.014054
73;0.014057
74;0.014128
75;0.014027
76;0.014106
77;0.014041
78;0.014082
79;0.01406
80;0.014111
81;0.014048
82;0.014083
83;0.014084
84;0.014069
85;0.014067
86;0.014041
87;0.014083
88;0.01405
89;0.014088
90;0.014051
91;0.014082
92;0.014087
93;0.01407
94;0.014084
95;0.014016
96;0.014093
97;0.014038
98;0.014064
99;0.014048
