0;0.06833
1;0.068477
2;0.068454
3;0.068642
4;0.068487
5;0.068364
6;0.068456
7;0.068431
8;0.068379
9;0.068555
10;0.068443
11;0.06825
12;0.068552
13;0.068409
14;0.068498
15;0.068599
16;0.068444
17;0.068564
18;0.068467
19;0.06844
20;0.068527
21;0.068338
22;0.068561
23;0.068305
24;0.068341
25;0.06848
26;0.068401
27;0.068288
28;0.068524
29;0.06857
30;0.068437
31;0.068433
32;0.068419
33;0.06836
34;0.068403
35;0.068535
36;0.068474
37;0.068326
38;0.068448
39;0.068451
40;0.068375
41;0.068466
42;0.068518
43;0.068584
44;0.06854
45;0.068411
46;0.068403
47;0.068594
48;0.068425
49;0.068454
50;0.068429
51;0.068413
52;0.06843
53;0.068304
54;0.068469
55;0.06858
56;0.068495
57;0.068457
58;0.068496
59;0.068364
60;0.06841
61;0.068434
62;0.068377
63;0.068526
64;0.068596
65;0.068341
66;0.068301
67;0.06844
68;0.068437
69;0.068371
70;0.068547
71;0.068549
72;0.068663
73;0.068532
74;0.068416
75;0.068442
76;0.068319
77;0.068621
78;0.068526
79;0.068438
80;0.068543
81;0.068392
82;0.068353
83;0.068517
84;0.068537
85;0.068466
86;0.068468
87;0.068482
88;0.068581
89;0.068594
90;0.068585
91;0.068333
92;0.068422
93;0.068277
94;0.068463
95;0.06839
96;0.068357
97;0.06864
98;0.068461
99;0.068398
